"PG.ProteinAccessions","NT01","NT02","NT04","NT05","NT06","NT07","NT08","NT10","NT11","NT18","NT19","NT20","NT21","NT22","NT23","NT25","NT26","NT27","NT28","NT30","NT31","NT32","NT33","NT34","NT35","NT36","NT37","NT38","NT39","NT40","NT41","NT42","NT44","NT45","NT47","NT48","NT49"
"A0A075B6K0;P01717;P01718","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"A0A075B6K5;P80748","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"P78332","168563.95310000001","32668.382809999999","50220.609380000002","NaN","40053.921880000002","69939.492190000004","56078.882810000003","75371.109379999994","55383.152340000001","51899.691409999999","79752.976559999996","NaN","NaN","90784.085940000004","38231.164060000003","63270.421880000002","96088.070309999996","42832.375","NaN","47407.269529999998","107087.1563","49998.363279999998","45406.265630000002","44131.5","37665.324220000002","48394.3125","82672.03125","24251.171880000002","124379.6719","52392.101560000003","49191.402340000001","41445.640630000002","104183.125","70096.703129999994","NaN","96264.414059999996","55090.460939999997"
"P78344","165992.9688","212919.54689999999","242817.42189999999","95407.53125","226943.5938","155659.4063","132882.3125","134447.0313","136154.1875","164616.8438","153953.7813","88081.148440000004","1000239.875","147229.5313","137564.7813","221614.4375","130991.27340000001","179122.7813","133867.125","132694.89060000001","228133.5938","121999.28909999999","480869.375","178001.57810000001","181263.89060000001","144723.60939999999","130816.1406","262039.29689999999","298998.625","359819.84379999997","184112.7813","152993.375","308548.90629999997","249868.14060000001","111818.7969","255913.2188","150900"
"P78345","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"P78346","69753.609379999994","139835.1563","137389.1563","60434.621090000001","128353.44530000001","54697.03125","110530.50780000001","67639.648440000004","NaN","78435.390629999994","98742.578129999994","97778.65625","NaN","111513.5156","116870.64840000001","162837.5938","92856.601559999996","92016.039059999996","92990.289059999996","100686.52340000001","32268.207030000001","92987.625","138472.23439999999","147744.9688","138418.89060000001","111432.0313","102651.80469999999","63824.085939999997","63542.703130000002","139251.42189999999","87686.070309999996","93221.164059999996","236146.64060000001","56899.917970000002","117073.16409999999","125929.77340000001","98335.015629999994"
"P78347","629832.9375","493442.53129999997","581872.3125","215587.92189999999","583683.25","488802.6875","661549.6875","693951.9375","419510.9375","658053.5","617176.75","249883.48439999999","2136344","654258.4375","517445","493631.84379999997","501954.375","476870.40629999997","426163.28129999997","602081.4375","639541.5625","740442.9375","592745.75","598052.75","438262.15629999997","728474.4375","479491.3125","324633.03129999997","1155734.375","628322.5625","513744.65629999997","512946.15629999997","1334410.5","630287.5","286810.84379999997","569249.875","374744.71879999997"
"P78356","46023.742189999997","42708.226560000003","39826.28125","NaN","34059.1875","45399.71875","51794.179689999997","41606.492189999997","45194.847659999999","53214.109380000002","35299.445310000003","NaN","NaN","44423.984380000002","48364.898439999997","32365.238280000001","56166.535159999999","36985.46875","102367.3594","52234.046880000002","55546.195310000003","33501.304689999997","19979.65625","36016.003909999999","35404.246090000001","41694.453130000002","52915.363279999998","89391.90625","87691.65625","30827.123049999998","59380.039060000003","25239.123049999998","112098.5156","60688.554689999997","71053.375","54032.621090000001","53457.078130000002"
"P78362","48556.867189999997","53343.714840000001","52123.300779999998","NaN","61622.792970000002","37501.039060000003","14953.041020000001","51555.835939999997","56026.523439999997","33784.542970000002","59075.21875","NaN","NaN","35117.289060000003","43085.023439999997","48070.980470000002","20648.808590000001","39576.835939999997","93962.335940000004","26094.308590000001","75214.734379999994","48171.632810000003","143462.92189999999","56024.464840000001","56150.449220000002","32000.845700000002","50235.519529999998","209953.73439999999","117967.10159999999","150449.3438","45236.015630000002","52257.835939999997","110329.4844","79739.117190000004","51161.496090000001","65310.78125","40178.363279999998"
"P78364","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","6334.0395509999998","NaN","NaN","NaN","NaN","NaN","24555.160159999999","NaN","NaN","NaN","NaN"
"P78368","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"P78368;Q9Y6M4","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"P78371","719192.9375","1300767.875","675648.75","541493.75","1286496.875","612512","617816.4375","696284.0625","526995.0625","525927.5625","865048.875","498007.28129999997","2782241.5","935995.8125","742365.1875","1472597.5","751400.375","693196","450438.78129999997","662243.25","642607.25","632915.4375","1286303","578530.6875","613035.25","763311","665797.75","1017526","642011.5","1380155.75","955112.625","793833.9375","999238","587884.375","733103.3125","1204015.75","590795.75"
"P78380","NaN","NaN","NaN","540038.625","NaN","NaN","NaN","NaN","NaN","NaN","NaN","481243.53129999997","NaN","NaN","NaN","NaN","NaN","NaN","316278.625","73227.257809999996","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","96713.546879999994","NaN","NaN","NaN","NaN","148456.10939999999","141354.89060000001","NaN"
"P78406","129037.4219","132458.9688","141855.73439999999","200614.6563","125100.13280000001","151295.0938","125206.08590000001","115352.25780000001","136346.26560000001","141920.4688","121113.875","76108.203129999994","NaN","103275.94530000001","141024.75","119065.32030000001","135793.35939999999","146984.85939999999","159574.4688","144382.4375","163591.9688","139029.26560000001","110570.4219","182647.73439999999","133389.5938","148674.125","151556.98439999999","163675.98439999999","255517.75","124594.4531","138126.54689999999","139560.9063","307642.15629999997","201084.0625","102405.1563","151980.73439999999","160714.9375"
"P78417","1455294.75","1478910.125","1367167.375","2500090","1490653.5","1820275.375","1793274.25","1124989.75","1440647.375","1358437.875","1353075.75","1655786","8909542","1473657.625","1428705.875","1497660.625","1466924.125","1560531.75","1131556.75","1383283.875","1129275.5","548528.875","994182.5","811808.4375","1288161","1704700","1210591.875","3296857.5","2078541.625","1102974.5","1719296.375","1534074.5","109072.39840000001","1599279.625","2210646.25","1607180","1918119.125"
"P78527","987320.375","927221.6875","1305236.375","897143","1087055.625","1195429.5","1252412.5","852345.1875","705138.4375","966194.4375","987801.3125","857082.5","11196838","963897.375","974684.25","1007650.125","1050907.375","913042.9375","1365932.625","1169190","801979.375","784687","1334668.625","1326899.875","926410.5","1007425.313","1102228.875","587397.375","1449524.125","1051378.25","1237228.125","962899","2181636.5","846113","839446.5","991601.0625","1032264"
"P78536","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"P78537","63681.09375","37887.949220000002","70646.679690000004","59620","47886.855470000002","109859.4844","83447.46875","99542.375","55619.402340000001","102532.5313","73595.859379999994","78396.203129999994","NaN","93688.835940000004","54823.804689999997","34856.226560000003","78288.953129999994","66401.101559999996","49015.335939999997","68914.101559999996","98487.421879999994","74843.164059999996","51928.039060000003","55296.617189999997","59953.164060000003","68670.265629999994","65034.460939999997","68914.03125","160119.2813","66446.664059999996","93357.0625","66841.273440000004","120742.2969","77371.78125","62574.828130000002","49896.945310000003","78727.296879999994"
"P78540","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"P78549","64902.449220000002","14345.01758","75188.859379999994","NaN","19193.648440000001","92869.78125","67361.164059999996","124724.3906","26250.275389999999","125768.44530000001","40110.050779999998","NaN","NaN","19076.789059999999","65169.101560000003","32318.207030000001","59385.847659999999","63757.910159999999","82697.40625","69653.507809999996","68537.164059999996","95356.0625","38341.585939999997","50266.175779999998","14662.034180000001","73498.273440000004","64548.167970000002","17488.117190000001","147660.73439999999","14793.5332","79704.257809999996","59319.847659999999","280324","NaN","22648.779299999998","16099.02051","55077.613279999998"
"P78559","21204.382809999999","36429.789060000003","30166.10742","7280899.5","40090.816409999999","126315.0625","103251.6563","13397.927729999999","68446.796879999994","51515.105470000002","NaN","NaN","NaN","NaN","92358.523440000004","37962.570310000003","35239.132810000003","NaN","NaN","89416.3125","13538.387699999999","19930.61133","118600.5625","26805.25","81263.210940000004","85945.171879999994","111269.60159999999","68596.9375","141417.0313","127577.125","27344.623049999998","NaN","52737.558590000001","68201.75","NaN","40399.359380000002","NaN"
"P78560","NaN","25086.625","NaN","NaN","34697.074220000002","33806.574220000002","42001.109380000002","NaN","24772.181639999999","NaN","NaN","NaN","NaN","NaN","52331.980470000002","31629.65625","54721.394529999998","64628.398439999997","NaN","39001.976560000003","49628.5","NaN","37567.933590000001","NaN","NaN","41864.121090000001","27263.855469999999","130679.0781","50765.339840000001","47970.117189999997","50671.855470000002","51418.066409999999","98609.164059999996","NaN","NaN","47972.0625","22613.75"
"P78563","NaN","30155.962889999999","NaN","NaN","51150.5","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","39538.109380000002","NaN","NaN","NaN","NaN","NaN","NaN","NaN","27501.087889999999","NaN","NaN","49264.113279999998","23188.654299999998","NaN","NaN","NaN","NaN","36164.175779999998","NaN","NaN","37376.46875","NaN"
"P79483","NaN","NaN","NaN","NaN","NaN","NaN","142893.23439999999","315210.34379999997","NaN","293819.46879999997","308489.28129999997","NaN","NaN","333737.25","152411.25","NaN","NaN","NaN","NaN","131303.2813","NaN","233437.7813","NaN","NaN","NaN","105975.5156","NaN","NaN","218016.7188","NaN","NaN","NaN","NaN","NaN","72315.726559999996","NaN","NaN"
"P80188","238449.60939999999","32757.32617","NaN","6342331","NaN","162134.2188","82568.875","NaN","375146.75","NaN","91944.671879999994","7382646","18103598","134713.875","NaN","NaN","186667.64060000001","NaN","5210282","276645.71879999997","NaN","49107.308590000001","NaN","NaN","241540.4063","NaN","129380.72659999999","NaN","172839.98439999999","NaN","263720.53129999997","NaN","NaN","NaN","2209471.5","NaN","71788.851559999996"
"P80217","51342.828130000002","28442.296880000002","57289.128909999999","79111.3125","29887.652340000001","81005.375","50840.109380000002","90474.070309999996","39474.21875","94989.945309999996","42290.234380000002","106359.1094","634666.5","34884.898439999997","52981.421880000002","24629.79883","53308.742189999997","128658.63280000001","124313.67969999999","43870.890630000002","46058.722659999999","74069.945309999996","111620.88280000001","48162.644529999998","68080.453129999994","77285.757809999996","68956.46875","35094.5","99440.257809999996","75630.351559999996","162727.1563","124137.17969999999","64156.722659999999","54246.851560000003","84200.9375","28028.839840000001","83670.390629999994"
"P80303","151756.25","114787.11719999999","190098.4688","252848.3125","119917.0938","133245.54689999999","142281.375","154665.39060000001","54377.304689999997","116795.00780000001","124729.4531","360897.28129999997","1582726.125","87762.140629999994","168631.82810000001","122341.27340000001","126611.03909999999","84158.765629999994","274089.375","178196.875","170635.79689999999","135704.60939999999","142300.3125","269044.28129999997","235440.5","156303.67189999999","222404.0313","317519.96879999997","273493.59379999997","161463.95310000001","77890.273440000004","84818.8125","371002.875","161979.7813","247093.51560000001","143477.85939999999","65695.265629999994"
"P80404","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"P80511","79151.554690000004","2826.0639649999998","NaN","4393344","NaN","NaN","41913.675779999998","5843.2661129999997","NaN","NaN","NaN","1852351.25","14655956","14651.409180000001","3608.1772460000002","NaN","26762.316409999999","NaN","3251737.75","278401.5","NaN","NaN","NaN","NaN","178268.32810000001","NaN","66157.554690000004","NaN","NaN","NaN","146317.625","NaN","NaN","NaN","1462403.5","NaN","11908.869140000001"
"P80723","63556.492189999997","NaN","NaN","853697.625","NaN","NaN","30079.908200000002","566714.25","NaN","383460.03129999997","NaN","807850.3125","2316405.25","NaN","NaN","NaN","NaN","NaN","381490.5","44531.890630000002","NaN","310948.5625","NaN","31778.341799999998","28172.009770000001","NaN","NaN","NaN","NaN","10266.46875","23476.121090000001","35290.785159999999","NaN","NaN","262393.375","NaN","NaN"
"P81605","138606.9375","106384.2031","198599.85939999999","175716.54689999999","131785.26560000001","242687.9063","174256.10939999999","180709.98439999999","189599.625","145653.57810000001","176194.20310000001","234536.98439999999","969053.3125","178230.76560000001","91603.4375","139796.4375","156095.64060000001","106188.7656","366213.5625","235159.14060000001","128373.4375","170331.2813","161480.0938","185723.3125","86477.882809999996","139274.45310000001","162661.0938","96506.46875","446161.5","141774.75","254479.9375","159621.5938","662391.1875","146977.25","252364.0938","120464.10159999999","152173.4688"
"P81877","141493.64060000001","65338.757810000003","72688.234379999994","NaN","68089.523440000004","116357.2656","130190.14840000001","148646.6563","166532.89060000001","142775.5938","132674.0625","NaN","NaN","116995.7656","81274.242190000004","63374.859380000002","99197.0625","64205.878909999999","58620.402340000001","87238.5625","121107.5","123903.41409999999","NaN","64307.34375","41447.953130000002","115343","93323.523440000004","63382.203130000002","160659.60939999999","28481.662110000001","88961.070309999996","66549.796879999994","251228.85939999999","74125.90625","NaN","78989.96875","79129.164059999996"
